month,policeprecinct,requesttype,n
2024-06,FOOTHILL,Homeless Encampment,404
2024-06,FOOTHILL,Illegal Dumping Pickup,495
2024-06,FOOTHILL,Metal/Household Appliances,542
2024-06,FOOTHILL,Multiple Streetlight Issue,67
2024-06,FOOTHILL,Single Streetlight Issue,46
2024-06,HARBOR,Bulky Items,2736
2024-06,HARBOR,Dead Animal Removal,153
2024-06,HARBOR,Electronic Waste,190
2024-06,HARBOR,Graffiti Removal,1078
2024-06,HARBOR,Homeless Encampment,163
2024-06,HARBOR,Illegal Dumping Pickup,346
2024-06,HARBOR,Metal/Household Appliances,751
2024-06,HARBOR,Multiple Streetlight Issue,19
2024-06,HARBOR,Single Streetlight Issue,35
2024-06,HOLLENBECK,Bulky Items,2631
2024-06,HOLLENBECK,Dead Animal Removal,124
2024-06,HOLLENBECK,Electronic Waste,138
2024-06,HOLLENBECK,Graffiti Removal,2862
2024-06,HOLLENBECK,Homeless Encampment,264
2024-06,HOLLENBECK,Illegal Dumping Pickup,338
2024-06,HOLLENBECK,Metal/Household Appliances,373
2024-06,HOLLENBECK,Multiple Streetlight Issue,127
2024-06,HOLLENBECK,Single Streetlight Issue,70
2024-06,HOLLYWOOD,Bulky Items,1875
2024-06,HOLLYWOOD,Dead Animal Removal,38
2024-06,HOLLYWOOD,Electronic Waste,110
2024-06,HOLLYWOOD,Graffiti Removal,1455
2024-06,HOLLYWOOD,Homeless Encampment,328
2024-06,HOLLYWOOD,Illegal Dumping Pickup,276
2024-06,HOLLYWOOD,Metal/Household Appliances,369
2024-06,HOLLYWOOD,Multiple Streetlight Issue,20
2024-06,HOLLYWOOD,Single Streetlight Issue,56
2024-06,MISSION,Bulky Items,3214
2024-06,MISSION,Dead Animal Removal,184
2024-06,MISSION,Electronic Waste,204
2024-06,MISSION,Graffiti Removal,747
2024-06,MISSION,Homeless Encampment,383
2024-06,MISSION,Illegal Dumping Pickup,543
2024-06,MISSION,Metal/Household Appliances,589
2024-06,MISSION,Multiple Streetlight Issue,191
2024-06,MISSION,Single Streetlight Issue,147
2024-06,NEWTON,Bulky Items,1722
2024-06,NEWTON,Dead Animal Removal,146
2024-06,NEWTON,Electronic Waste,87
2024-06,NEWTON,Graffiti Removal,1154
2024-06,NEWTON,Homeless Encampment,398
2024-06,NEWTON,Illegal Dumping Pickup,451
2024-06,NEWTON,Metal/Household Appliances,274
2024-06,NEWTON,Multiple Streetlight Issue,73
2024-06,NEWTON,Single Streetlight Issue,60
2024-06,NORTH HOLLYWOOD,Bulky Items,3480
2024-06,NORTH HOLLYWOOD,Dead Animal Removal,155
2024-06,NORTH HOLLYWOOD,Electronic Waste,183
2024-06,NORTH HOLLYWOOD,Graffiti Removal,1055
2024-06,NORTH HOLLYWOOD,Homeless Encampment,528
2024-06,NORTH HOLLYWOOD,Illegal Dumping Pickup,402
2024-06,NORTH HOLLYWOOD,Metal/Household Appliances,604
2024-06,NORTH HOLLYWOOD,Multiple Streetlight Issue,53
2024-06,NORTH HOLLYWOOD,Single Streetlight Issue,40
2024-06,NORTHEAST,Bulky Items,3927
2024-06,NORTHEAST,Dead Animal Removal,171
2024-06,NORTHEAST,Electronic Waste,282
2024-06,NORTHEAST,Graffiti Removal,1405
2024-06,NORTHEAST,Homeless Encampment,276
2024-06,NORTHEAST,Illegal Dumping Pickup,328
2024-06,NORTHEAST,Metal/Household Appliances,818
2024-06,NORTHEAST,Multiple Streetlight Issue,63
2024-06,NORTHEAST,Single Streetlight Issue,55
2024-06,OLYMPIC,Bulky Items,2124
2024-06,OLYMPIC,Dead Animal Removal,84
2024-06,OLYMPIC,Electronic Waste,105
2024-06,OLYMPIC,Graffiti Removal,1818
2024-06,OLYMPIC,Homeless Encampment,464
2024-06,OLYMPIC,Illegal Dumping Pickup,276
2024-06,OLYMPIC,Metal/Household Appliances,312
2024-06,OLYMPIC,Multiple Streetlight Issue,86
2024-06,OLYMPIC,Single Streetlight Issue,41
2024-06,PACIFIC,Bulky Items,3278
2024-06,PACIFIC,Dead Animal Removal,162
2024-06,PACIFIC,Electronic Waste,181
2024-06,PACIFIC,Graffiti Removal,674
2024-06,PACIFIC,Homeless Encampment,537
2024-06,PACIFIC,Illegal Dumping Pickup,255
2024-06,PACIFIC,Metal/Household Appliances,665
2024-06,PACIFIC,Multiple Streetlight Issue,37
2024-06,PACIFIC,Single Streetlight Issue,64
2024-06,RAMPART,Bulky Items,1716
2024-06,RAMPART,Dead Animal Removal,76
2024-06,RAMPART,Electronic Waste,102
2024-06,RAMPART,Graffiti Removal,2418
2024-06,RAMPART,Homeless Encampment,616
2024-06,RAMPART,Illegal Dumping Pickup,282
2024-06,RAMPART,Metal/Household Appliances,251
2024-06,RAMPART,Multiple Streetlight Issue,78
2024-06,RAMPART,Single Streetlight Issue,50
2024-06,SOUTHEAST,Bulky Items,1803
2024-06,SOUTHEAST,Dead Animal Removal,192
2024-06,SOUTHEAST,Electronic Waste,101
2024-06,SOUTHEAST,Graffiti Removal,882
2024-06,SOUTHEAST,Homeless Encampment,181
2024-06,SOUTHEAST,Illegal Dumping Pickup,562
2024-06,SOUTHEAST,Metal/Household Appliances,329
2024-06,SOUTHEAST,Multiple Streetlight Issue,87
2024-06,SOUTHEAST,Single Streetlight Issue,72
2024-06,SOUTHWEST,Bulky Items,3082
2024-06,SOUTHWEST,Dead Animal Removal,146
2024-06,SOUTHWEST,Electronic Waste,178
2024-06,SOUTHWEST,Graffiti Removal,824
2024-06,SOUTHWEST,Homeless Encampment,185
2024-06,SOUTHWEST,Illegal Dumping Pickup,711
2024-06,SOUTHWEST,Metal/Household Appliances,496
2024-06,SOUTHWEST,Multiple Streetlight Issue,86
2024-06,SOUTHWEST,Single Streetlight Issue,73
2024-06,TOPANGA,Bulky Items,2999
2024-06,TOPANGA,Dead Animal Removal,156
2024-06,TOPANGA,Electronic Waste,174
2024-06,TOPANGA,Graffiti Removal,462
2024-06,TOPANGA,Homeless Encampment,483
2024-06,TOPANGA,Illegal Dumping Pickup,308
2024-06,TOPANGA,Metal/Household Appliances,747
2024-06,TOPANGA,Multiple Streetlight Issue,47
2024-06,TOPANGA,Single Streetlight Issue,82
2024-06,VAN NUYS,Bulky Items,2918
2024-06,VAN NUYS,Dead Animal Removal,125
2024-06,VAN NUYS,Electronic Waste,125
2024-06,VAN NUYS,Graffiti Removal,1115
2024-06,VAN NUYS,Homeless Encampment,298
2024-06,VAN NUYS,Illegal Dumping Pickup,377
2024-06,VAN NUYS,Metal/Household Appliances,561
2024-06,VAN NUYS,Multiple Streetlight Issue,24
2024-06,VAN NUYS,Single Streetlight Issue,44
2024-06,WEST LOS ANGELES,Bulky Items,3101
2024-06,WEST LOS ANGELES,Dead Animal Removal,123
2024-06,WEST LOS ANGELES,Electronic Waste,180
2024-06,WEST LOS ANGELES,Graffiti Removal,376
2024-06,WEST LOS ANGELES,Homeless Encampment,384
2024-06,WEST LOS ANGELES,Illegal Dumping Pickup,201
2024-06,WEST LOS ANGELES,Metal/Household Appliances,634
2024-06,WEST LOS ANGELES,Multiple Streetlight Issue,40
2024-06,WEST LOS ANGELES,Single Streetlight Issue,60
2024-06,WEST VALLEY,Bulky Items,3248
2024-06,WEST VALLEY,Dead Animal Removal,168
2024-06,WEST VALLEY,Electronic Waste,190
2024-06,WEST VALLEY,Graffiti Removal,792
2024-06,WEST VALLEY,Homeless Encampment,340
2024-06,WEST VALLEY,Illegal Dumping Pickup,470
2024-06,WEST VALLEY,Metal/Household Appliances,652
2024-06,WEST VALLEY,Multiple Streetlight Issue,68
2024-06,WEST VALLEY,Single Streetlight Issue,66
2024-06,WILSHIRE,Bulky Items,2381
2024-06,WILSHIRE,Dead Animal Removal,91
2024-06,WILSHIRE,Electronic Waste,137
2024-06,WILSHIRE,Graffiti Removal,654
2024-06,WILSHIRE,Homeless Encampment,311
2024-06,WILSHIRE,Illegal Dumping Pickup,326
2024-06,WILSHIRE,Metal/Household Appliances,455
2024-06,WILSHIRE,Multiple Streetlight Issue,95
2024-06,WILSHIRE,Single Streetlight Issue,64
2024-07,77TH STREET,Bulky Items,3994
2024-07,77TH STREET,Dead Animal Removal,257
2024-07,77TH STREET,Electronic Waste,218
2024-07,77TH STREET,Graffiti Removal,1161
2024-07,77TH STREET,Homeless Encampment,302
2024-07,77TH STREET,Illegal Dumping Pickup,1290
2024-07,77TH STREET,Metal/Household Appliances,706
2024-07,77TH STREET,Multiple Streetlight Issue,105
2024-07,77TH STREET,Single Streetlight Issue,58
2024-07,CENTRAL,Bulky Items,437
2024-07,CENTRAL,Dead Animal Removal,32
2024-07,CENTRAL,Electronic Waste,30
2024-07,CENTRAL,Graffiti Removal,2078
2024-07,CENTRAL,Homeless Encampment,174
2024-07,CENTRAL,Illegal Dumping Pickup,117
2024-07,CENTRAL,Metal/Household Appliances,70
2024-07,CENTRAL,Multiple Streetlight Issue,43
2024-07,CENTRAL,Single Streetlight Issue,31
2024-07,DEVONSHIRE,Bulky Items,4339
2024-07,DEVONSHIRE,Dead Animal Removal,218
2024-07,DEVONSHIRE,Electronic Waste,280
2024-07,DEVONSHIRE,Graffiti Removal,652
2024-07,DEVONSHIRE,Homeless Encampment,293
2024-07,DEVONSHIRE,Illegal Dumping Pickup,419
2024-07,DEVONSHIRE,Metal/Household Appliances,1047
2024-07,DEVONSHIRE,Multiple Streetlight Issue,58
2024-07,DEVONSHIRE,Single Streetlight Issue,56
2024-07,FOOTHILL,Bulky Items,3259
2024-07,FOOTHILL,Dead Animal Removal,172
2024-07,FOOTHILL,Electronic Waste,178
2024-07,FOOTHILL,Graffiti Removal,631
2024-07,FOOTHILL,Homeless Encampment,410
2024-07,FOOTHILL,Illegal Dumping Pickup,608
2024-07,FOOTHILL,Metal/Household Appliances,547
2024-07,FOOTHILL,Multiple Streetlight Issue,67
2024-07,FOOTHILL,Single Streetlight Issue,59
2024-07,HARBOR,Bulky Items,3301
2024-07,HARBOR,Dead Animal Removal,190
2024-07,HARBOR,Electronic Waste,203
2024-07,HARBOR,Graffiti Removal,1472
2024-07,HARBOR,Homeless Encampment,182
2024-07,HARBOR,Illegal Dumping Pickup,455
2024-07,HARBOR,Metal/Household Appliances,762
2024-07,HARBOR,Multiple Streetlight Issue,41
2024-07,HARBOR,Single Streetlight Issue,44
2024-07,HOLLENBECK,Bulky Items,2648
2024-07,HOLLENBECK,Dead Animal Removal,144
2024-07,HOLLENBECK,Electronic Waste,163
2024-07,HOLLENBECK,Graffiti Removal,2952
2024-07,HOLLENBECK,Homeless Encampment,273
2024-07,HOLLENBECK,Illegal Dumping Pickup,428
2024-07,HOLLENBECK,Metal/Household Appliances,428
2024-07,HOLLENBECK,Multiple Streetlight Issue,143
2024-07,HOLLENBECK,Single Streetlight Issue,91
2024-07,HOLLYWOOD,Bulky Items,2313
2024-07,HOLLYWOOD,Dead Animal Removal,72
2024-07,HOLLYWOOD,Electronic Waste,118
2024-07,HOLLYWOOD,Graffiti Removal,1747
2024-07,HOLLYWOOD,Homeless Encampment,426
2024-07,HOLLYWOOD,Illegal Dumping Pickup,320
2024-07,HOLLYWOOD,Metal/Household Appliances,406
2024-07,HOLLYWOOD,Multiple Streetlight Issue,35
2024-07,HOLLYWOOD,Single Streetlight Issue,91
2024-07,MISSION,Bulky Items,3917
2024-07,MISSION,Dead Animal Removal,220
2024-07,MISSION,Electronic Waste,237
2024-07,MISSION,Graffiti Removal,3082
2024-07,MISSION,Homeless Encampment,312
2024-07,MISSION,Illegal Dumping Pickup,656
2024-07,MISSION,Metal/Household Appliances,738
2024-07,MISSION,Multiple Streetlight Issue,195
2024-07,MISSION,Single Streetlight Issue,121
2024-07,NEWTON,Bulky Items,2293
2024-07,NEWTON,Dead Animal Removal,186
2024-07,NEWTON,Electronic Waste,103
2024-07,NEWTON,Graffiti Removal,2483
2024-07,NEWTON,Homeless Encampment,434
2024-07,NEWTON,Illegal Dumping Pickup,644
2024-07,NEWTON,Metal/Household Appliances,338
2024-07,NEWTON,Multiple Streetlight Issue,74
2024-07,NEWTON,Single Streetlight Issue,41
2024-07,NORTH HOLLYWOOD,Bulky Items,3962
2024-07,NORTH HOLLYWOOD,Dead Animal Removal,123
2024-07,NORTH HOLLYWOOD,Electronic Waste,223
2024-07,NORTH HOLLYWOOD,Graffiti Removal,1193
2024-07,NORTH HOLLYWOOD,Homeless Encampment,601
2024-07,NORTH HOLLYWOOD,Illegal Dumping Pickup,515
2024-07,NORTH HOLLYWOOD,Metal/Household Appliances,709
2024-07,NORTH HOLLYWOOD,Multiple Streetlight Issue,59
2024-07,NORTH HOLLYWOOD,Single Streetlight Issue,49
2024-07,NORTHEAST,Bulky Items,4617
2024-07,NORTHEAST,Dead Animal Removal,186
2024-07,NORTHEAST,Electronic Waste,323
2024-07,NORTHEAST,Graffiti Removal,1613
2024-07,NORTHEAST,Homeless Encampment,317
2024-07,NORTHEAST,Illegal Dumping Pickup,404
2024-07,NORTHEAST,Metal/Household Appliances,976
2024-07,NORTHEAST,Multiple Streetlight Issue,36
2024-07,NORTHEAST,Single Streetlight Issue,57
2024-07,OLYMPIC,Bulky Items,2487
2024-07,OLYMPIC,Dead Animal Removal,48
2024-07,OLYMPIC,Electronic Waste,114
2024-07,OLYMPIC,Graffiti Removal,1706
2024-07,OLYMPIC,Homeless Encampment,479
2024-07,OLYMPIC,Illegal Dumping Pickup,403
2024-07,OLYMPIC,Metal/Household Appliances,356
2024-07,OLYMPIC,Multiple Streetlight Issue,88
2024-07,OLYMPIC,Single Streetlight Issue,47
2024-07,PACIFIC,Bulky Items,3390
2024-07,PACIFIC,Dead Animal Removal,182
2024-07,PACIFIC,Electronic Waste,193
2024-07,PACIFIC,Graffiti Removal,770
2024-07,PACIFIC,Homeless Encampment,657
2024-07,PACIFIC,Illegal Dumping Pickup,308
2024-07,PACIFIC,Metal/Household Appliances,691
2024-07,PACIFIC,Multiple Streetlight Issue,61
2024-07,PACIFIC,Single Streetlight Issue,48
2024-07,RAMPART,Bulky Items,2093
2024-07,RAMPART,Dead Animal Removal,81
2024-07,RAMPART,Electronic Waste,110
2024-07,RAMPART,Graffiti Removal,2789
2024-07,RAMPART,Homeless Encampment,959
2024-07,RAMPART,Illegal Dumping Pickup,405
2024-07,RAMPART,Metal/Household Appliances,327
2024-07,RAMPART,Multiple Streetlight Issue,100
2024-07,RAMPART,Single Streetlight Issue,51
2024-07,SOUTHEAST,Bulky Items,2359
2024-07,SOUTHEAST,Dead Animal Removal,201
2024-07,SOUTHEAST,Electronic Waste,120
2024-07,SOUTHEAST,Graffiti Removal,865
2024-07,SOUTHEAST,Homeless Encampment,199
2024-07,SOUTHEAST,Illegal Dumping Pickup,832
2024-07,SOUTHEAST,Metal/Household Appliances,388
2024-07,SOUTHEAST,Multiple Streetlight Issue,87
2024-07,SOUTHEAST,Single Streetlight Issue,85
2024-07,SOUTHWEST,Bulky Items,3604
2024-07,SOUTHWEST,Dead Animal Removal,173
2024-07,SOUTHWEST,Electronic Waste,193
2024-07,SOUTHWEST,Graffiti Removal,1013
2024-07,SOUTHWEST,Homeless Encampment,219
2024-07,SOUTHWEST,Illegal Dumping Pickup,843
2024-07,SOUTHWEST,Metal/Household Appliances,615
2024-07,SOUTHWEST,Multiple Streetlight Issue,145
2024-07,SOUTHWEST,Single Streetlight Issue,150
2024-07,TOPANGA,Bulky Items,3484
2024-07,TOPANGA,Dead Animal Removal,162
2024-07,TOPANGA,Electronic Waste,207
2024-07,TOPANGA,Graffiti Removal,467
2024-07,TOPANGA,Homeless Encampment,532
2024-07,TOPANGA,Illegal Dumping Pickup,377
2024-07,TOPANGA,Metal/Household Appliances,770
2024-07,TOPANGA,Multiple Streetlight Issue,69
2024-07,TOPANGA,Single Streetlight Issue,56
2024-07,VAN NUYS,Bulky Items,3478
2024-07,VAN NUYS,Dead Animal Removal,162
2024-07,VAN NUYS,Electronic Waste,161
2024-07,VAN NUYS,Graffiti Removal,888
2024-07,VAN NUYS,Homeless Encampment,318
2024-07,VAN NUYS,Illegal Dumping Pickup,533
2024-07,VAN NUYS,Metal/Household Appliances,652
2024-07,VAN NUYS,Multiple Streetlight Issue,35
2024-07,VAN NUYS,Single Streetlight Issue,34
2024-07,WEST LOS ANGELES,Bulky Items,3480
2024-07,WEST LOS ANGELES,Dead Animal Removal,145
2024-07,WEST LOS ANGELES,Electronic Waste,170
2024-07,WEST LOS ANGELES,Graffiti Removal,406
2024-07,WEST LOS ANGELES,Homeless Encampment,389
2024-07,WEST LOS ANGELES,Illegal Dumping Pickup,299
2024-07,WEST LOS ANGELES,Metal/Household Appliances,771
2024-07,WEST LOS ANGELES,Multiple Streetlight Issue,37
2024-07,WEST LOS ANGELES,Single Streetlight Issue,74
2024-07,WEST VALLEY,Bulky Items,3581
2024-07,WEST VALLEY,Dead Animal Removal,167
2024-07,WEST VALLEY,Electronic Waste,190
2024-07,WEST VALLEY,Graffiti Removal,1020
2024-07,WEST VALLEY,Homeless Encampment,346
2024-07,WEST VALLEY,Illegal Dumping Pickup,635
2024-07,WEST VALLEY,Metal/Household Appliances,754
2024-07,WEST VALLEY,Multiple Streetlight Issue,54
2024-07,WEST VALLEY,Single Streetlight Issue,45
2024-07,WILSHIRE,Bulky Items,2893
2024-07,WILSHIRE,Dead Animal Removal,99
2024-07,WILSHIRE,Electronic Waste,157
2024-07,WILSHIRE,Graffiti Removal,750
2024-07,WILSHIRE,Homeless Encampment,359
2024-07,WILSHIRE,Illegal Dumping Pickup,362
2024-07,WILSHIRE,Metal/Household Appliances,553
2024-07,WILSHIRE,Multiple Streetlight Issue,92
2024-07,WILSHIRE,Single Streetlight Issue,94
2024-08,77TH STREET,Bulky Items,3480
2024-08,77TH STREET,Dead Animal Removal,247
2024-08,77TH STREET,Electronic Waste,176
2024-08,77TH STREET,Graffiti Removal,1251
2024-08,77TH STREET,Homeless Encampment,335
2024-08,77TH STREET,Illegal Dumping Pickup,1116
2024-08,77TH STREET,Metal/Household Appliances,570
2024-08,77TH STREET,Multiple Streetlight Issue,140
2024-08,77TH STREET,Single Streetlight Issue,75
2024-08,CENTRAL,Bulky Items,406
2024-08,CENTRAL,Dead Animal Removal,40
2024-08,CENTRAL,Electronic Waste,13
2024-08,CENTRAL,Graffiti Removal,1630
2024-08,CENTRAL,Homeless Encampment,197
2024-08,CENTRAL,Illegal Dumping Pickup,132
2024-08,CENTRAL,Metal/Household Appliances,71
2024-08,CENTRAL,Multiple Streetlight Issue,177
2024-08,CENTRAL,Single Streetlight Issue,79
2024-08,DEVONSHIRE,Bulky Items,3885
2024-08,DEVONSHIRE,Dead Animal Removal,210
2024-08,DEVONSHIRE,Electronic Waste,244
2024-08,DEVONSHIRE,Graffiti Removal,668
2024-08,DEVONSHIRE,Homeless Encampment,276
2024-08,DEVONSHIRE,Illegal Dumping Pickup,380
2024-08,DEVONSHIRE,Metal/Household Appliances,840
2024-08,DEVONSHIRE,Multiple Streetlight Issue,90
2024-08,DEVONSHIRE,Single Streetlight Issue,90
2024-08,FOOTHILL,Bulky Items,3251
2024-08,FOOTHILL,Dead Animal Removal,155
2024-08,FOOTHILL,Electronic Waste,195
2024-08,FOOTHILL,Graffiti Removal,446
2024-08,FOOTHILL,Homeless Encampment,381
2024-08,FOOTHILL,Illegal Dumping Pickup,624
2024-08,FOOTHILL,Metal/Household Appliances,539
2024-08,FOOTHILL,Multiple Streetlight Issue,105
2024-08,FOOTHILL,Single Streetlight Issue,61
2024-08,HARBOR,Bulky Items,2957
2024-08,HARBOR,Dead Animal Removal,159
2024-08,HARBOR,Electronic Waste,159
2024-08,HARBOR,Graffiti Removal,1162
2024-08,HARBOR,Homeless Encampment,175
2024-08,HARBOR,Illegal Dumping Pickup,367
2024-08,HARBOR,Metal/Household Appliances,683
2024-08,HARBOR,Multiple Streetlight Issue,22
2024-08,HARBOR,Single Streetlight Issue,36
2024-08,HOLLENBECK,Bulky Items,2485
2024-08,HOLLENBECK,Dead Animal Removal,136
2024-08,HOLLENBECK,Electronic Waste,162
2024-08,HOLLENBECK,Graffiti Removal,2985
2024-08,HOLLENBECK,Homeless Encampment,342
2024-08,HOLLENBECK,Illegal Dumping Pickup,431
2024-08,HOLLENBECK,Metal/Household Appliances,439
2024-08,HOLLENBECK,Multiple Streetlight Issue,207
2024-08,HOLLENBECK,Single Streetlight Issue,85
2024-08,HOLLYWOOD,Bulky Items,2264
2024-08,HOLLYWOOD,Dead Animal Removal,53
2024-08,HOLLYWOOD,Electronic Waste,108
2024-08,HOLLYWOOD,Graffiti Removal,1588
2024-08,HOLLYWOOD,Homeless Encampment,342
2024-08,HOLLYWOOD,Illegal Dumping Pickup,338
2024-08,HOLLYWOOD,Metal/Household Appliances,361
2024-08,HOLLYWOOD,Multiple Streetlight Issue,27
2024-08,HOLLYWOOD,Single Streetlight Issue,98
2024-08,MISSION,Bulky Items,3521
2024-08,MISSION,Dead Animal Removal,176
2024-08,MISSION,Electronic Waste,196
2024-08,MISSION,Graffiti Removal,2329
2024-08,MISSION,Homeless Encampment,347
2024-08,MISSION,Illegal Dumping Pickup,699
2024-08,MISSION,Metal/Household Appliances,590
2024-08,MISSION,Multiple Streetlight Issue,205
2024-08,MISSION,Single Streetlight Issue,104
2024-08,NEWTON,Bulky Items,2035
2024-08,NEWTON,Dead Animal Removal,235
2024-08,NEWTON,Electronic Waste,91
2024-08,NEWTON,Graffiti Removal,1319
2024-08,NEWTON,Homeless Encampment,544
2024-08,NEWTON,Illegal Dumping Pickup,696
2024-08,NEWTON,Metal/Household Appliances,276
2024-08,NEWTON,Multiple Streetlight Issue,74
2024-08,NEWTON,Single Streetlight Issue,44
2024-08,NORTH HOLLYWOOD,Bulky Items,3527
2024-08,NORTH HOLLYWOOD,Dead Animal Removal,152
2024-08,NORTH HOLLYWOOD,Electronic Waste,179
2024-08,NORTH HOLLYWOOD,Graffiti Removal,1429
2024-08,NORTH HOLLYWOOD,Homeless Encampment,564
2024-08,NORTH HOLLYWOOD,Illegal Dumping Pickup,478
2024-08,NORTH HOLLYWOOD,Metal/Household Appliances,598
2024-08,NORTH HOLLYWOOD,Multiple Streetlight Issue,50
2024-08,NORTH HOLLYWOOD,Single Streetlight Issue,51
2024-08,NORTHEAST,Bulky Items,4080
2024-08,NORTHEAST,Dead Animal Removal,173
2024-08,NORTHEAST,Electronic Waste,283
2024-08,NORTHEAST,Graffiti Removal,1331
2024-08,NORTHEAST,Homeless Encampment,269
2024-08,NORTHEAST,Illegal Dumping Pickup,370
2024-08,NORTHEAST,Metal/Household Appliances,832
2024-08,NORTHEAST,Multiple Streetlight Issue,90
2024-08,NORTHEAST,Single Streetlight Issue,103
2024-08,OLYMPIC,Bulky Items,2496
2024-08,OLYMPIC,Dead Animal Removal,77
2024-08,OLYMPIC,Electronic Waste,120
2024-08,OLYMPIC,Graffiti Removal,1758
2024-08,OLYMPIC,Homeless Encampment,616
2024-08,OLYMPIC,Illegal Dumping Pickup,331
2024-08,OLYMPIC,Metal/Household Appliances,348
2024-08,OLYMPIC,Multiple Streetlight Issue,115
2024-08,OLYMPIC,Single Streetlight Issue,118
2024-08,PACIFIC,Bulky Items,3412
2024-08,PACIFIC,Dead Animal Removal,138
2024-08,PACIFIC,Electronic Waste,158
2024-08,PACIFIC,Graffiti Removal,1024
2024-08,PACIFIC,Homeless Encampment,578
2024-08,PACIFIC,Illegal Dumping Pickup,304
2024-08,PACIFIC,Metal/Household Appliances,694
2024-08,PACIFIC,Multiple Streetlight Issue,26
2024-08,PACIFIC,Single Streetlight Issue,53
2024-08,RAMPART,Bulky Items,1887
2024-08,RAMPART,Dead Animal Removal,85
2024-08,RAMPART,Electronic Waste,85
2024-08,RAMPART,Graffiti Removal,2496
2024-08,RAMPART,Homeless Encampment,1138
2024-08,RAMPART,Illegal Dumping Pickup,403
2024-08,RAMPART,Metal/Household Appliances,271
2024-08,RAMPART,Multiple Streetlight Issue,187
2024-08,RAMPART,Single Streetlight Issue,95
2024-08,SOUTHEAST,Bulky Items,2343
2024-08,SOUTHEAST,Dead Animal Removal,158
2024-08,SOUTHEAST,Electronic Waste,113
2024-08,SOUTHEAST,Graffiti Removal,1295
2024-08,SOUTHEAST,Homeless Encampment,232
2024-08,SOUTHEAST,Illegal Dumping Pickup,761
2024-08,SOUTHEAST,Metal/Household Appliances,354
2024-08,SOUTHEAST,Multiple Streetlight Issue,131
2024-08,SOUTHEAST,Single Streetlight Issue,105
2024-08,SOUTHWEST,Bulky Items,3433
2024-08,SOUTHWEST,Dead Animal Removal,154
2024-08,SOUTHWEST,Electronic Waste,177
2024-08,SOUTHWEST,Graffiti Removal,804
2024-08,SOUTHWEST,Homeless Encampment,273
2024-08,SOUTHWEST,Illegal Dumping Pickup,916
2024-08,SOUTHWEST,Metal/Household Appliances,557
2024-08,SOUTHWEST,Multiple Streetlight Issue,156
2024-08,SOUTHWEST,Single Streetlight Issue,97
2024-08,TOPANGA,Bulky Items,3326
2024-08,TOPANGA,Dead Animal Removal,146
2024-08,TOPANGA,Electronic Waste,190
2024-08,TOPANGA,Graffiti Removal,526
2024-08,TOPANGA,Homeless Encampment,603
2024-08,TOPANGA,Illegal Dumping Pickup,408
2024-08,TOPANGA,Metal/Household Appliances,672
2024-08,TOPANGA,Multiple Streetlight Issue,116
2024-08,TOPANGA,Single Streetlight Issue,78
2024-08,VAN NUYS,Bulky Items,2964
2024-08,VAN NUYS,Dead Animal Removal,128
2024-08,VAN NUYS,Electronic Waste,137
2024-08,VAN NUYS,Graffiti Removal,887
2024-08,VAN NUYS,Homeless Encampment,329
2024-08,VAN NUYS,Illegal Dumping Pickup,460
2024-08,VAN NUYS,Metal/Household Appliances,498
2024-08,VAN NUYS,Multiple Streetlight Issue,32
2024-08,VAN NUYS,Single Streetlight Issue,51
2024-08,WEST LOS ANGELES,Bulky Items,3337
2024-08,WEST LOS ANGELES,Dead Animal Removal,149
2024-08,WEST LOS ANGELES,Electronic Waste,172
2024-08,WEST LOS ANGELES,Graffiti Removal,648
2024-08,WEST LOS ANGELES,Homeless Encampment,495
2024-08,WEST LOS ANGELES,Illegal Dumping Pickup,285
2024-08,WEST LOS ANGELES,Metal/Household Appliances,701
2024-08,WEST LOS ANGELES,Multiple Streetlight Issue,99
2024-08,WEST LOS ANGELES,Single Streetlight Issue,117
2024-08,WEST VALLEY,Bulky Items,3284
2024-08,WEST VALLEY,Dead Animal Removal,153
2024-08,WEST VALLEY,Electronic Waste,174
2024-08,WEST VALLEY,Graffiti Removal,1059
2024-08,WEST VALLEY,Homeless Encampment,437
2024-08,WEST VALLEY,Illegal Dumping Pickup,535
2024-08,WEST VALLEY,Metal/Household Appliances,617
2024-08,WEST VALLEY,Multiple Streetlight Issue,42
2024-08,WEST VALLEY,Single Streetlight Issue,68
2024-08,WILSHIRE,Bulky Items,2777
2024-08,WILSHIRE,Dead Animal Removal,136
2024-08,WILSHIRE,Electronic Waste,124
2024-08,WILSHIRE,Graffiti Removal,901
2024-08,WILSHIRE,Homeless Encampment,257
2024-08,WILSHIRE,Illegal Dumping Pickup,356
2024-08,WILSHIRE,Metal/Household Appliances,490
2024-08,WILSHIRE,Multiple Streetlight Issue,88
2024-08,WILSHIRE,Single Streetlight Issue,137
2024-09,77TH STREET,Bulky Items,3323
2024-09,77TH STREET,Dead Animal Removal,271
2024-09,77TH STREET,Electronic Waste,175
2024-09,77TH STREET,Graffiti Removal,1639
2024-09,77TH STREET,Homeless Encampment,289
2024-09,77TH STREET,Illegal Dumping Pickup,1106
2024-09,77TH STREET,Metal/Household Appliances,535
2024-09,77TH STREET,Multiple Streetlight Issue,79
2024-09,77TH STREET,Single Streetlight Issue,66
2024-09,CENTRAL,Bulky Items,327
2024-09,CENTRAL,Dead Animal Removal,23
